from loguru import logger

logger.add(
    "logs/pipeline.log",
    rotation="1 MB"
)2026-06-20 12:59:01.961 | INFO     | agents.extractor:extract:47 - Loading file: data/raw/iris.csv
2026-06-20 12:59:02.343 | SUCCESS  | agents.extractor:extract:58 - Extraction completed
2026-06-20 13:01:41.736 | INFO     | agents.extractor:extract:47 - Loading file: data/raw/iris.csv
2026-06-20 13:01:41.736 | INFO     | agents.extractor:extract:47 - Loading file: data/raw/iris.csv
2026-06-20 13:01:41.748 | SUCCESS  | agents.extractor:extract:58 - Extraction completed
2026-06-20 13:01:41.748 | SUCCESS  | agents.extractor:extract:58 - Extraction completed
2026-06-20 13:01:41.749 | INFO     | agents.cleaner:clean:90 - Cleaning Started
2026-06-20 13:01:41.749 | INFO     | agents.cleaner:clean:90 - Cleaning Started
2026-06-20 13:01:41.752 | INFO     | agents.cleaner:remove_duplicates:24 - Duplicates Removed: 0
2026-06-20 13:01:41.752 | INFO     | agents.cleaner:remove_duplicates:24 - Duplicates Removed: 0
2026-06-20 13:01:41.756 | INFO     | agents.cleaner:handle_missing_values:44 - Missing values handled
2026-06-20 13:01:41.756 | INFO     | agents.cleaner:handle_missing_values:44 - Missing values handled
2026-06-20 13:01:41.764 | INFO     | agents.cleaner:clean_text_columns:62 - Text cleaned
2026-06-20 13:01:41.764 | INFO     | agents.cleaner:clean_text_columns:62 - Text cleaned
2026-06-20 13:01:41.764 | SUCCESS  | agents.cleaner:clean:100 - Cleaning Completed
2026-06-20 13:01:41.764 | SUCCESS  | agents.cleaner:clean:100 - Cleaning Completed
2026-06-20 13:01:41.771 | SUCCESS  | agents.cleaner:save_cleaned_data:84 - Saved: data/cleaned/iris_cleaned.csv
2026-06-20 13:01:41.771 | SUCCESS  | agents.cleaner:save_cleaned_data:84 - Saved: data/cleaned/iris_cleaned.csv
2026-06-20 13:04:38.089 | INFO     | agents.extractor:extract:47 - Loading file: data/raw/iris.csv
2026-06-20 13:04:38.089 | INFO     | agents.extractor:extract:47 - Loading file: data/raw/iris.csv
2026-06-20 13:04:38.089 | INFO     | agents.extractor:extract:47 - Loading file: data/raw/iris.csv
2026-06-20 13:04:38.107 | SUCCESS  | agents.extractor:extract:58 - Extraction completed
2026-06-20 13:04:38.107 | SUCCESS  | agents.extractor:extract:58 - Extraction completed
2026-06-20 13:04:38.107 | SUCCESS  | agents.extractor:extract:58 - Extraction completed
2026-06-20 13:04:38.109 | INFO     | agents.cleaner:clean:90 - Cleaning Started
2026-06-20 13:04:38.109 | INFO     | agents.cleaner:clean:90 - Cleaning Started
2026-06-20 13:04:38.109 | INFO     | agents.cleaner:clean:90 - Cleaning Started
2026-06-20 13:04:38.111 | INFO     | agents.cleaner:remove_duplicates:24 - Duplicates Removed: 0
2026-06-20 13:04:38.111 | INFO     | agents.cleaner:remove_duplicates:24 - Duplicates Removed: 0
2026-06-20 13:04:38.111 | INFO     | agents.cleaner:remove_duplicates:24 - Duplicates Removed: 0
2026-06-20 13:04:38.114 | INFO     | agents.cleaner:handle_missing_values:44 - Missing values handled
2026-06-20 13:04:38.114 | INFO     | agents.cleaner:handle_missing_values:44 - Missing values handled
2026-06-20 13:04:38.114 | INFO     | agents.cleaner:handle_missing_values:44 - Missing values handled
2026-06-20 13:04:38.120 | INFO     | agents.cleaner:clean_text_columns:62 - Text cleaned
2026-06-20 13:04:38.120 | INFO     | agents.cleaner:clean_text_columns:62 - Text cleaned
2026-06-20 13:04:38.120 | INFO     | agents.cleaner:clean_text_columns:62 - Text cleaned
2026-06-20 13:04:38.120 | SUCCESS  | agents.cleaner:clean:100 - Cleaning Completed
2026-06-20 13:04:38.120 | SUCCESS  | agents.cleaner:clean:100 - Cleaning Completed
2026-06-20 13:04:38.120 | SUCCESS  | agents.cleaner:clean:100 - Cleaning Completed
2026-06-20 13:04:38.122 | INFO     | agents.transformer:transform:80 - Transformation Started
2026-06-20 13:04:38.122 | INFO     | agents.transformer:transform:80 - Transformation Started
2026-06-20 13:04:38.122 | INFO     | agents.transformer:transform:80 - Transformation Started
2026-06-20 13:04:38.125 | SUCCESS  | agents.transformer:transform:92 - Transformation Completed
2026-06-20 13:04:38.125 | SUCCESS  | agents.transformer:transform:92 - Transformation Completed
2026-06-20 13:04:38.125 | SUCCESS  | agents.transformer:transform:92 - Transformation Completed
2026-06-20 13:04:38.131 | SUCCESS  | agents.transformer:save_transformed_data:74 - Saved: data/transformed/iris_transformed.csv
2026-06-20 13:04:38.131 | SUCCESS  | agents.transformer:save_transformed_data:74 - Saved: data/transformed/iris_transformed.csv
2026-06-20 13:04:38.131 | SUCCESS  | agents.transformer:save_transformed_data:74 - Saved: data/transformed/iris_transformed.csv
2026-06-20 13:07:40.182 | INFO     | agents.extractor:extract:47 - Loading file: data/raw/iris.csv
2026-06-20 13:07:40.182 | INFO     | agents.extractor:extract:47 - Loading file: data/raw/iris.csv
2026-06-20 13:07:40.182 | INFO     | agents.extractor:extract:47 - Loading file: data/raw/iris.csv
2026-06-20 13:07:40.182 | INFO     | agents.extractor:extract:47 - Loading file: data/raw/iris.csv
2026-06-20 13:07:40.191 | SUCCESS  | agents.extractor:extract:58 - Extraction completed
2026-06-20 13:07:40.191 | SUCCESS  | agents.extractor:extract:58 - Extraction completed
2026-06-20 13:07:40.191 | SUCCESS  | agents.extractor:extract:58 - Extraction completed
2026-06-20 13:07:40.191 | SUCCESS  | agents.extractor:extract:58 - Extraction completed
2026-06-20 13:07:40.193 | INFO     | agents.cleaner:clean:90 - Cleaning Started
2026-06-20 13:07:40.193 | INFO     | agents.cleaner:clean:90 - Cleaning Started
2026-06-20 13:07:40.193 | INFO     | agents.cleaner:clean:90 - Cleaning Started
2026-06-20 13:07:40.193 | INFO     | agents.cleaner:clean:90 - Cleaning Started
2026-06-20 13:07:40.197 | INFO     | agents.cleaner:remove_duplicates:24 - Duplicates Removed: 0
2026-06-20 13:07:40.197 | INFO     | agents.cleaner:remove_duplicates:24 - Duplicates Removed: 0
2026-06-20 13:07:40.197 | INFO     | agents.cleaner:remove_duplicates:24 - Duplicates Removed: 0
2026-06-20 13:07:40.197 | INFO     | agents.cleaner:remove_duplicates:24 - Duplicates Removed: 0
2026-06-20 13:07:40.200 | INFO     | agents.cleaner:handle_missing_values:44 - Missing values handled
2026-06-20 13:07:40.200 | INFO     | agents.cleaner:handle_missing_values:44 - Missing values handled
2026-06-20 13:07:40.200 | INFO     | agents.cleaner:handle_missing_values:44 - Missing values handled
2026-06-20 13:07:40.200 | INFO     | agents.cleaner:handle_missing_values:44 - Missing values handled
2026-06-20 13:07:40.203 | INFO     | agents.cleaner:clean_text_columns:62 - Text cleaned
2026-06-20 13:07:40.203 | INFO     | agents.cleaner:clean_text_columns:62 - Text cleaned
2026-06-20 13:07:40.203 | INFO     | agents.cleaner:clean_text_columns:62 - Text cleaned
2026-06-20 13:07:40.203 | INFO     | agents.cleaner:clean_text_columns:62 - Text cleaned
2026-06-20 13:07:40.203 | SUCCESS  | agents.cleaner:clean:100 - Cleaning Completed
2026-06-20 13:07:40.203 | SUCCESS  | agents.cleaner:clean:100 - Cleaning Completed
2026-06-20 13:07:40.203 | SUCCESS  | agents.cleaner:clean:100 - Cleaning Completed
2026-06-20 13:07:40.203 | SUCCESS  | agents.cleaner:clean:100 - Cleaning Completed
2026-06-20 13:07:40.203 | INFO     | agents.transformer:transform:80 - Transformation Started
2026-06-20 13:07:40.203 | INFO     | agents.transformer:transform:80 - Transformation Started
2026-06-20 13:07:40.203 | INFO     | agents.transformer:transform:80 - Transformation Started
2026-06-20 13:07:40.203 | INFO     | agents.transformer:transform:80 - Transformation Started
2026-06-20 13:07:40.208 | SUCCESS  | agents.transformer:transform:92 - Transformation Completed
2026-06-20 13:07:40.208 | SUCCESS  | agents.transformer:transform:92 - Transformation Completed
2026-06-20 13:07:40.208 | SUCCESS  | agents.transformer:transform:92 - Transformation Completed
2026-06-20 13:07:40.208 | SUCCESS  | agents.transformer:transform:92 - Transformation Completed
2026-06-20 13:07:40.209 | INFO     | agents.validator:validate:93 - Validation Started
2026-06-20 13:07:40.209 | INFO     | agents.validator:validate:93 - Validation Started
2026-06-20 13:07:40.209 | INFO     | agents.validator:validate:93 - Validation Started
2026-06-20 13:07:40.209 | INFO     | agents.validator:validate:93 - Validation Started
2026-06-20 13:07:40.214 | SUCCESS  | agents.validator:validate:152 - Validation Completed
2026-06-20 13:07:40.214 | SUCCESS  | agents.validator:validate:152 - Validation Completed
2026-06-20 13:07:40.214 | SUCCESS  | agents.validator:validate:152 - Validation Completed
2026-06-20 13:07:40.214 | SUCCESS  | agents.validator:validate:152 - Validation Completed
2026-06-20 13:10:36.907 | INFO     | agents.extractor:extract:47 - Loading file: data/raw/iris.csv
2026-06-20 13:10:36.907 | INFO     | agents.extractor:extract:47 - Loading file: data/raw/iris.csv
2026-06-20 13:10:36.907 | INFO     | agents.extractor:extract:47 - Loading file: data/raw/iris.csv
2026-06-20 13:10:36.907 | INFO     | agents.extractor:extract:47 - Loading file: data/raw/iris.csv
2026-06-20 13:10:36.907 | INFO     | agents.extractor:extract:47 - Loading file: data/raw/iris.csv
2026-06-20 13:10:36.928 | SUCCESS  | agents.extractor:extract:58 - Extraction completed
2026-06-20 13:10:36.928 | SUCCESS  | agents.extractor:extract:58 - Extraction completed
2026-06-20 13:10:36.928 | SUCCESS  | agents.extractor:extract:58 - Extraction completed
2026-06-20 13:10:36.928 | SUCCESS  | agents.extractor:extract:58 - Extraction completed
2026-06-20 13:10:36.928 | SUCCESS  | agents.extractor:extract:58 - Extraction completed
2026-06-20 13:10:36.930 | INFO     | agents.cleaner:clean:90 - Cleaning Started
2026-06-20 13:10:36.930 | INFO     | agents.cleaner:clean:90 - Cleaning Started
2026-06-20 13:10:36.930 | INFO     | agents.cleaner:clean:90 - Cleaning Started
2026-06-20 13:10:36.930 | INFO     | agents.cleaner:clean:90 - Cleaning Started
2026-06-20 13:10:36.930 | INFO     | agents.cleaner:clean:90 - Cleaning Started
2026-06-20 13:10:36.934 | INFO     | agents.cleaner:remove_duplicates:24 - Duplicates Removed: 0
2026-06-20 13:10:36.934 | INFO     | agents.cleaner:remove_duplicates:24 - Duplicates Removed: 0
2026-06-20 13:10:36.934 | INFO     | agents.cleaner:remove_duplicates:24 - Duplicates Removed: 0
2026-06-20 13:10:36.934 | INFO     | agents.cleaner:remove_duplicates:24 - Duplicates Removed: 0
2026-06-20 13:10:36.934 | INFO     | agents.cleaner:remove_duplicates:24 - Duplicates Removed: 0
2026-06-20 13:10:36.938 | INFO     | agents.cleaner:handle_missing_values:44 - Missing values handled
2026-06-20 13:10:36.938 | INFO     | agents.cleaner:handle_missing_values:44 - Missing values handled
2026-06-20 13:10:36.938 | INFO     | agents.cleaner:handle_missing_values:44 - Missing values handled
2026-06-20 13:10:36.938 | INFO     | agents.cleaner:handle_missing_values:44 - Missing values handled
2026-06-20 13:10:36.938 | INFO     | agents.cleaner:handle_missing_values:44 - Missing values handled
2026-06-20 13:10:36.951 | INFO     | agents.cleaner:clean_text_columns:62 - Text cleaned
2026-06-20 13:10:36.951 | INFO     | agents.cleaner:clean_text_columns:62 - Text cleaned
2026-06-20 13:10:36.951 | INFO     | agents.cleaner:clean_text_columns:62 - Text cleaned
2026-06-20 13:10:36.951 | INFO     | agents.cleaner:clean_text_columns:62 - Text cleaned
2026-06-20 13:10:36.951 | INFO     | agents.cleaner:clean_text_columns:62 - Text cleaned
2026-06-20 13:10:36.951 | SUCCESS  | agents.cleaner:clean:100 - Cleaning Completed
2026-06-20 13:10:36.951 | SUCCESS  | agents.cleaner:clean:100 - Cleaning Completed
2026-06-20 13:10:36.951 | SUCCESS  | agents.cleaner:clean:100 - Cleaning Completed
2026-06-20 13:10:36.951 | SUCCESS  | agents.cleaner:clean:100 - Cleaning Completed
2026-06-20 13:10:36.951 | SUCCESS  | agents.cleaner:clean:100 - Cleaning Completed
2026-06-20 13:10:36.951 | INFO     | agents.transformer:transform:80 - Transformation Started
2026-06-20 13:10:36.951 | INFO     | agents.transformer:transform:80 - Transformation Started
2026-06-20 13:10:36.951 | INFO     | agents.transformer:transform:80 - Transformation Started
2026-06-20 13:10:36.951 | INFO     | agents.transformer:transform:80 - Transformation Started
2026-06-20 13:10:36.951 | INFO     | agents.transformer:transform:80 - Transformation Started
2026-06-20 13:10:36.959 | SUCCESS  | agents.transformer:transform:92 - Transformation Completed
2026-06-20 13:10:36.959 | SUCCESS  | agents.transformer:transform:92 - Transformation Completed
2026-06-20 13:10:36.959 | SUCCESS  | agents.transformer:transform:92 - Transformation Completed
2026-06-20 13:10:36.959 | SUCCESS  | agents.transformer:transform:92 - Transformation Completed
2026-06-20 13:10:36.959 | SUCCESS  | agents.transformer:transform:92 - Transformation Completed
2026-06-20 13:10:36.959 | INFO     | agents.validator:validate:93 - Validation Started
2026-06-20 13:10:36.959 | INFO     | agents.validator:validate:93 - Validation Started
2026-06-20 13:10:36.959 | INFO     | agents.validator:validate:93 - Validation Started
2026-06-20 13:10:36.959 | INFO     | agents.validator:validate:93 - Validation Started
2026-06-20 13:10:36.959 | INFO     | agents.validator:validate:93 - Validation Started
2026-06-20 13:10:36.965 | SUCCESS  | agents.validator:validate:152 - Validation Completed
